Category	Size	ExpCount	Count	OddsRatio	Pvalue	PvalueAdj	Genes
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN	196	0.521175	4	8.04307	0.00191592	0.0220446	CHCHD10, DECR1, FAM162A, SOD2
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDM_DN	196	0.521175	4	8.04307	0.00191592	0.0220446	HNRNPR, HSD17B12, SDHA, UQCRB
GSE22886_NAIVE_CD8_TCELL_VS_DC_DN	196	0.521175	4	8.04307	0.00191592	0.0220446	ACO2, ATP1B1, DLD, FTH1
GSE360_CTRL_VS_T_GONDII_DC_UP	196	0.521175	4	8.04307	0.00191592	0.0220446	AIFM1, CRABP2, PRCP, UQCRC1
GSE360_DC_VS_MAC_B_MALAYI_LOW_DOSE_UP	196	0.521175	4	8.04307	0.00191592	0.0220446	ARHGEF6, DECR1, TPT1, UQCRC1
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_DN	196	0.521175	4	8.04307	0.00191592	0.0220446	BAZ1A, IFI44L, NEDD8, RNASE4
GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_DN	196	0.521175	4	8.04307	0.00191592	0.0220446	CALM2, ETFDH, NDUFV1, PRCP
GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_UP	196	0.521175	4	8.04307	0.00191592	0.0220446	ACO2, FAM162A, FTH1, PRCP
GSE3982_MAC_VS_NEUTROPHIL_DN	196	0.521175	4	8.04307	0.00191592	0.0220446	BAZ1A, CKB, FTH1, LYN
GSE3982_CENT_MEMORY_CD4_TCELL_VS_NKCELL_DN	196	0.521175	4	8.04307	0.00191592	0.0220446	GOT1, LYN, NUDT11, RNF14
GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_UP	197	0.523834	4	8.00122	0.00195166	0.0223214	ANG, CRABP2, RNASE4, TMEM106C
GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_DN	198	0.526493	4	7.9598	0.00198786	0.0226001	ACAT1, ETFDH, IMMT, PRCP
GSE360_CTRL_VS_M_TUBERCULOSIS_DC_UP	199	0.529152	4	7.91881	0.00202452	0.0227461	ESRRA, NACA, SDHA, UQCRC1
GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_DN	199	0.529152	4	7.91881	0.00202452	0.0227461	ARHGEF6, NDUFV1, PRCP, UQCRC2
GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_DN	159	0.42279	3	7.36827	0.00892448	0.0833487	DNAJC4, RNASE4, TCN1
GSE6269_FLU_VS_STREP_AUREUS_INF_PBMC_UP	160	0.425449	3	7.32118	0.00907764	0.0833487	DLAT, IFI44L, PDHX
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN	174	0.462676	3	6.71974	0.0113844	0.0833487	ACACB, ARHGAP27, IFI44L
GSE10856_CTRL_VS_TNFRSF6B_IN_MACROPHAGE_DN	177	0.470653	3	6.60345	0.0119186	0.0833487	ACADM, COX7A2, STX4
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN	178	0.473312	3	6.56557	0.0120998	0.0833487	IFI44L, SOD2, ZDHHC23
GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP	180	0.47863	3	6.4911	0.012467	0.0833487	DNAJC4, GSTM1, TP53INP2
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDM_DN	182	0.483948	3	6.4183	0.0128405	0.0833487	ACADM, AIFM1, CLYBL
GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_DN	183	0.486607	3	6.3825	0.0130296	0.0833487	ACADM, HIGD1A, SUCLA2
GSE12366_GC_VS_MEMORY_BCELL_UP	185	0.491926	3	6.31209	0.0134127	0.0833487	SLC25A5, SLC39A8, TMEM106C
GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_DN	185	0.491926	3	6.31209	0.0134127	0.0833487	DECR1, IFI44L, IMMT
GSE17974_2.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	185	0.491926	3	6.31209	0.0134127	0.0833487	IL32, MGST3, UQCRC1
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	185	0.491926	3	6.31209	0.0134127	0.0833487	ACADM, FASTKD1, SUCLA2
GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_UP	185	0.491926	3	6.31209	0.0134127	0.0833487	IFI44L, NDUFV1, PRCP
GSE7852_LN_VS_THYMUS_TCONV_DN	185	0.491926	3	6.31209	0.0134127	0.0833487	PRKRA, RNF14, SKA2
GSE9037_CTRL_VS_LPS_1H_STIM_BMDM_UP	185	0.491926	3	6.31209	0.0134127	0.0833487	BAZ1A, MRPL41, PRKRA
GSE11924_TFH_VS_TH1_CD4_TCELL_DN	186	0.494585	3	6.27746	0.0136066	0.0833487	ACO2, ACSL4, DLD
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_DN	186	0.494585	3	6.27746	0.0136066	0.0833487	GSTK1, HSD17B12, PDHX
GSE14308_TH2_VS_INDUCED_TREG_DN	186	0.494585	3	6.27746	0.0136066	0.0833487	NDUFV1, TELO2, TP53INP2
GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_DN	186	0.494585	3	6.27746	0.0136066	0.0833487	AIFM1, FAHD1, PDHA1
GSE18148_CBFB_KO_VS_WT_TREG_UP	186	0.494585	3	6.27746	0.0136066	0.0833487	CRABP2, NDUFB10, PDHX
GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP	186	0.494585	3	6.27746	0.0136066	0.0833487	ACACB, ITGA5, PPP1R13B
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_COSTIM_BLOCK_UP	186	0.494585	3	6.27746	0.0136066	0.0833487	IFI44L, RBM47, UQCRC2
GSE27786_LSK_VS_BCELL_UP	186	0.494585	3	6.27746	0.0136066	0.0833487	GSTK1, TELO2, TMEM106C
GSE7764_IL15_NK_CELL_24H_VS_SPLENOCYTE_UP	186	0.494585	3	6.27746	0.0136066	0.0833487	AIFM1, ATP1B1, HSD17B12
GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_DN	186	0.494585	3	6.27746	0.0136066	0.0833487	FAHD1, HADHB, SDHA
GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	187	0.497244	3	6.24321	0.0138021	0.0833487	ACSL4, DLAT, LYN
GSE17721_LPS_VS_PAM3CSK4_24H_BMDM_DN	187	0.497244	3	6.24321	0.0138021	0.0833487	CHCHD10, CLYBL, HSD17B12
GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDM_UP	187	0.497244	3	6.24321	0.0138021	0.0833487	GSTK1, NDUFB10, UQCRC2
GSE27786_BCELL_VS_MONO_MAC_UP	187	0.497244	3	6.24321	0.0138021	0.0833487	ACO2, HSD17B12, NDUFV1
GSE27786_NEUTROPHIL_VS_MONO_MAC_UP	187	0.497244	3	6.24321	0.0138021	0.0833487	ACADM, TP53INP2, UQCRC2
GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_DN	187	0.497244	3	6.24321	0.0138021	0.0833487	GSTK1, IFI44L, ITGA5
GSE36392_TYPE_2_MYELOID_VS_EOSINOPHIL_IL25_TREATED_LUNG_UP	187	0.497244	3	6.24321	0.0138021	0.0833487	GAS2L1, NDUFB10, SKA2
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_DN	187	0.497244	3	6.24321	0.0138021	0.0833487	HSD17B12, NDUFA4, SLC39A8
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP	188	0.499903	3	6.20932	0.0139993	0.0833487	MRPL41, NDUFA4, NDUFB9
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP	188	0.499903	3	6.20932	0.0139993	0.0833487	ETFDH, FASTKD1, PDHX
GSE14308_TH1_VS_TH17_DN	188	0.499903	3	6.20932	0.0139993	0.0833487	ISCU, PDHA1, TMEM106C
GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_UP	188	0.499903	3	6.20932	0.0139993	0.0833487	FAHD1, HNRNPR, NEDD8
GSE17721_PAM3CSK4_VS_CPG_6H_BMDM_UP	188	0.499903	3	6.20932	0.0139993	0.0833487	ACADM, PRKRA, RPL9
GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDM_DN	188	0.499903	3	6.20932	0.0139993	0.0833487	ACSL4, FTH1, PDHA1
GSE17721_12H_VS_24H_GARDIQUIMOD_BMDM_DN	188	0.499903	3	6.20932	0.0139993	0.0833487	MRPL41, PRKRA, SMPDL3A
GSE2706_UNSTIM_VS_8H_LPS_DC_UP	188	0.499903	3	6.20932	0.0139993	0.0833487	AIFM1, GSTK1, SFXN4
GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN	188	0.499903	3	6.20932	0.0139993	0.0833487	CA9, FASTKD1, NDUFB10
GSE3982_EOSINOPHIL_VS_TH2_DN	188	0.499903	3	6.20932	0.0139993	0.0833487	GOT1, IMMT, PDHX
GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	188	0.499903	3	6.20932	0.0139993	0.0833487	MCCC1, PDHA1, UQCRC2
GSE12366_GC_BCELL_VS_PLASMA_CELL_UP	189	0.502562	3	6.17581	0.014198	0.0833487	CALM2, DLD, TMEM106C
GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_DN	189	0.502562	3	6.17581	0.014198	0.0833487	IFI44L, SKA2, SUCLA2
GSE1460_DP_THYMOCYTE_VS_THYMIC_STROMAL_CELL_DN	189	0.502562	3	6.17581	0.014198	0.0833487	APOO, HIGD1A, MGST3
GSE17721_LPS_VS_POLYIC_4H_BMDM_DN	189	0.502562	3	6.17581	0.014198	0.0833487	AIFM1, MRPL41, PRCP
GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	189	0.502562	3	6.17581	0.014198	0.0833487	ETFDH, HADHB, UQCRC1
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_UP	189	0.502562	3	6.17581	0.014198	0.0833487	ARHGEF6, COQ9, MRPL41
GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_DN	189	0.502562	3	6.17581	0.014198	0.0833487	FTH1, LYN, SOD2
GSE22886_IL2_VS_IL15_STIM_NKCELL_DN	189	0.502562	3	6.17581	0.014198	0.0833487	COX7A2, NACA, UQCRC2
GSE30083_SP1_VS_SP3_THYMOCYTE_UP	189	0.502562	3	6.17581	0.014198	0.0833487	CRABP2, GOT1, HSD17B12
GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_DN	189	0.502562	3	6.17581	0.014198	0.0833487	GOT1, ISOC2, UQCRC1
GSE7852_THYMUS_VS_FAT_TREG_UP	189	0.502562	3	6.17581	0.014198	0.0833487	CHCHD10, PDHX, SFXN4
GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN	189	0.502562	3	6.17581	0.014198	0.0833487	APOO, BAZ1A, SOD2
GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	190	0.505221	3	6.14265	0.0143983	0.0833487	COQ3, DLAT, SOD2
GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_UP	190	0.505221	3	6.14265	0.0143983	0.0833487	ATP1B1, PRCP, WIPI1
GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP	190	0.505221	3	6.14265	0.0143983	0.0833487	ACADM, ARHGEF6, DECR1
GSE14000_4H_VS_16H_LPS_DC_TRANSLATED_RNA_UP	190	0.505221	3	6.14265	0.0143983	0.0833487	ATP1B1, HADHB, UQCRB
GSE14308_TH2_VS_TH1_UP	190	0.505221	3	6.14265	0.0143983	0.0833487	ISCU, PRKRA, TP53INP2
GSE14308_INDUCED_VS_NATURAL_TREG_UP	190	0.505221	3	6.14265	0.0143983	0.0833487	NDUFB9, NEDD8, TMEM106C
GSE17721_CTRL_VS_LPS_4H_BMDM_UP	190	0.505221	3	6.14265	0.0143983	0.0833487	FASTKD1, NDUFA4, RNASE4
GSE17721_PAM3CSK4_VS_CPG_16H_BMDM_UP	190	0.505221	3	6.14265	0.0143983	0.0833487	FAM162A, PPIC, SFXN4
GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDM_DN	190	0.505221	3	6.14265	0.0143983	0.0833487	ETFDH, TP53INP2, WIPI1
GSE17721_POLYIC_VS_CPG_24H_BMDM_DN	190	0.505221	3	6.14265	0.0143983	0.0833487	ANTXR1, LYN, MRPL41
GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDM_DN	190	0.505221	3	6.14265	0.0143983	0.0833487	CPEB3, SDHA, SMPDL3A
GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDM_DN	190	0.505221	3	6.14265	0.0143983	0.0833487	DLAT, FTH1, HSD17B12
GSE17721_0.5H_VS_4H_GARDIQUIMOD_BMDM_DN	190	0.505221	3	6.14265	0.0143983	0.0833487	ATP1B1, HSD17B12, LYN
GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_UP	190	0.505221	3	6.14265	0.0143983	0.0833487	AIFM1, PRKRA, SLC39A8
GSE27786_CD8_TCELL_VS_NKCELL_DN	190	0.505221	3	6.14265	0.0143983	0.0833487	CKB, RBM47, SOD2
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_DN	190	0.505221	3	6.14265	0.0143983	0.0833487	ETFDH, MGST3, MRPL41
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP	190	0.505221	3	6.14265	0.0143983	0.0833487	ACACB, ARHGEF6, GSTK1
GSE37416_CTRL_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	190	0.505221	3	6.14265	0.0143983	0.0833487	ARHGEF6, CALM2, TCN1
GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_UP	190	0.505221	3	6.14265	0.0143983	0.0833487	ARHGEF6, HIGD1A, NDUFA4
GSE3982_DC_VS_BASOPHIL_DN	190	0.505221	3	6.14265	0.0143983	0.0833487	ARHGEF6, TPT1, WIPI1
GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_UP	190	0.505221	3	6.14265	0.0143983	0.0833487	MGST3, RNASE4, SKA2
GSE10325_CD4_TCELL_VS_MYELOID_UP	191	0.50788	3	6.10984	0.0146003	0.0833487	FAM162A, IL32, SLC39A8
GSE11057_CD4_CENT_MEM_VS_PBMC_DN	191	0.50788	3	6.10984	0.0146003	0.0833487	ARHGAP27, PRCP, NCEH1
GSE17721_LPS_VS_POLYIC_8H_BMDM_UP	191	0.50788	3	6.10984	0.0146003	0.0833487	COQ3, FAM162A, SOD2
GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDM_UP	191	0.50788	3	6.10984	0.0146003	0.0833487	HNRNPR, TPT1, UQCRC2
GSE17721_LPS_VS_CPG_8H_BMDM_DN	191	0.50788	3	6.10984	0.0146003	0.0833487	ESRRA, ETFDH, GSTM1
GSE17721_0.5H_VS_8H_PAM3CSK4_BMDM_UP	191	0.50788	3	6.10984	0.0146003	0.0833487	COQ9, DECR1, DNAJC4
GSE20715_0H_VS_6H_OZONE_LUNG_UP	191	0.50788	3	6.10984	0.0146003	0.0833487	LYN, NDUFB9, TRIM47
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_UP	191	0.50788	3	6.10984	0.0146003	0.0833487	IMMT, MCCC1, UQCRC1
GSE2706_UNSTIM_VS_2H_R848_DC_DN	191	0.50788	3	6.10984	0.0146003	0.0833487	BAZ1A, SHISA2, TP53INP2
GSE27786_LIN_NEG_VS_BCELL_UP	191	0.50788	3	6.10984	0.0146003	0.0833487	ETFDH, SKA2, TMEM106C
GSE360_L_MAJOR_VS_T_GONDII_MAC_UP	191	0.50788	3	6.10984	0.0146003	0.0833487	CKB, PPP1R13B, SOD2
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN	191	0.50788	3	6.10984	0.0146003	0.0833487	IMMT, SLC25A5, TMEM106C
GSE3982_EOSINOPHIL_VS_NEUTROPHIL_UP	191	0.50788	3	6.10984	0.0146003	0.0833487	FAM162A, MGST3, RPL9
GSE3982_MAC_VS_EFF_MEMORY_CD4_TCELL_UP	191	0.50788	3	6.10984	0.0146003	0.0833487	FAM162A, MGST3, UQCRC2
GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_DN	191	0.50788	3	6.10984	0.0146003	0.0833487	ACO2, COQ3, COX7A2
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_DN	191	0.50788	3	6.10984	0.0146003	0.0833487	COQ9, MCCC1, SUCLA2
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	192	0.510539	3	6.07738	0.0148038	0.0833487	PPIC, PPP1R13B, TPT1
GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	COQ9, IMMT, RNF14
GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	AIFM1, GOT1, ISOC2
GSE13411_NAIVE_VS_MEMORY_BCELL_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	PPP1R13B, TMEM106C, UQCRC1
GSE17721_CTRL_VS_CPG_6H_BMDM_UP	192	0.510539	3	6.07738	0.0148038	0.0833487	AIFM1, FASTKD1, ISCU
GSE17721_CTRL_VS_CPG_8H_BMDM_UP	192	0.510539	3	6.07738	0.0148038	0.0833487	ACAT1, FAM162A, RNASE4
GSE17721_CTRL_VS_CPG_8H_BMDM_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	GPR3, PPIC, RBM47
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDM_UP	192	0.510539	3	6.07738	0.0148038	0.0833487	ACADM, PRCP, SMPDL3A
GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDM_UP	192	0.510539	3	6.07738	0.0148038	0.0833487	CPEB3, PRCP, RBM47
GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDM_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	HNRNPR, HSD17B12, SDHA
GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDM_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	HSD17B12, RPL9, UQCRB
GSE17721_0.5H_VS_12H_CPG_BMDM_UP	192	0.510539	3	6.07738	0.0148038	0.0833487	CHCHD10, NDUFB10, RNASE4
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	ACAT1, PDHA1, TMEM106C
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	CALM2, IMMT, NEDD8
GSE27786_BCELL_VS_NKTCELL_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	ACACB, ATP1B1, NCEH1
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	MRPL41, STX4, SUCLA2
GSE31082_CD4_VS_CD8_SP_THYMOCYTE_UP	192	0.510539	3	6.07738	0.0148038	0.0833487	ARHGEF6, CKB, PDHA1
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	CYCS, IMMT, RBM47
GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	FAM162A, SOD2, STX4
GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	192	0.510539	3	6.07738	0.0148038	0.0833487	ACSL4, FTH1, GSTM1
GSE3982_DC_VS_EFF_MEMORY_CD4_TCELL_UP	192	0.510539	3	6.07738	0.0148038	0.0833487	ETFDH, FAM162A, PRCP
GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_DN	192	0.510539	3	6.07738	0.0148038	0.0833487	GAS2L1, LYN, NUDT11
GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_UP	192	0.510539	3	6.07738	0.0148038	0.0833487	ACADM, PPIC, RNF14
GSE11057_CD4_EFF_MEM_VS_PBMC_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	GSTK1, MRPL41, SLC39A8
GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	DECR1, DLAT, PRCP
GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	BAZ1A, SOD2, TCN1
GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	BAZ1A, IFI44L, IL32
GSE17721_CTRL_VS_PAM3CSK4_8H_BMDM_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	ACAT1, CLYBL, FAM162A
GSE17721_CTRL_VS_PAM3CSK4_12H_BMDM_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	CLYBL, GSTK1, HADHB
GSE17721_CTRL_VS_CPG_1H_BMDM_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	GPR3, SFXN4, SHISA2
GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDM_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	DNAJC4, PRCP, UQCRC2
GSE17721_PAM3CSK4_VS_CPG_16H_BMDM_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	CPLX1, RNASE4, SDHA
GSE17721_POLYIC_VS_CPG_6H_BMDM_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	ACADM, SUCLA2, UQCRC2
GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDM_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	DLD, ETFDH, UQCRB
GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	ANG, ISOC2, WIPI1
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	ESRRA, GOT1, HIGD1A
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_FETAL_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	FASTKD1, PRCP, RNASE4
GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	ANG, FASTKD1, PPIC
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	ACAT1, NEDD8, TMEM106C
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD4_TCELL_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	ANTXR1, PRKRA, SHISA2
GSE27786_BCELL_VS_MONO_MAC_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	PRKRA, RBM47, SKA2
GSE29618_BCELL_VS_PDC_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	DNAJC4, HIGD1A, NDUFA4
GSE30083_SP2_VS_SP4_THYMOCYTE_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	AIFM1, GAS2L1, GOT1
GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	FAM162A, PPIC, SUCLA2
GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	ANG, NEDD8, SOD2
GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	CRABP2, RNF14, UQCRC1
GSE3982_EOSINOPHIL_VS_DC_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	ACACB, ARHGEF6, WIPI1
GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	FAM162A, LYN, WIPI1
GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_HET_TCONV_UP	193	0.513198	3	6.04526	0.0150089	0.0833487	BAZ1A, CLYBL, IMMT
GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_HET_TCONV_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	ATP1B1, RNASE4, TPT1
GSE9037_CTRL_VS_LPS_1H_STIM_IRAK4_KO_BMDM_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	IFI44L, SOD2, UQCRB
GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_DN	193	0.513198	3	6.04526	0.0150089	0.0833487	ARHGAP27, CALM2, SDHA
GSE10325_CD4_TCELL_VS_MYELOID_DN	194	0.515857	3	6.01348	0.0152157	0.0833487	LYN, PRCP, RBM47
GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN	194	0.515857	3	6.01348	0.0152157	0.0833487	BAZ1A, IL32, LYN
GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_UP	194	0.515857	3	6.01348	0.0152157	0.0833487	ACADM, GPR3, MGST3
GSE17721_LPS_VS_POLYIC_12H_BMDM_UP	194	0.515857	3	6.01348	0.0152157	0.0833487	AIFM1, GSTM1, HADHB
GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDM_UP	194	0.515857	3	6.01348	0.0152157	0.0833487	ANG, MRPL41, UQCRC2
GSE20715_0H_VS_24H_OZONE_LUNG_DN	194	0.515857	3	6.01348	0.0152157	0.0833487	CPEB3, RBM47, SOD2
GSE22886_NAIVE_CD4_TCELL_VS_DC_DN	194	0.515857	3	6.01348	0.0152157	0.0833487	ACO2, CALM2, CYCS
GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_UP	194	0.515857	3	6.01348	0.0152157	0.0833487	ANTXR1, GSTK1, NDUFA4
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_UP	194	0.515857	3	6.01348	0.0152157	0.0833487	LYN, PRCP, SHISA2
GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_UP	194	0.515857	3	6.01348	0.0152157	0.0833487	CKB, SLC25A5, TMEM106C
GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_DN	194	0.515857	3	6.01348	0.0152157	0.0833487	ANG, LYN, NEDD8
GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_DN	194	0.515857	3	6.01348	0.0152157	0.0833487	CIDEC, KCNJ6, STX4
GSE3982_EOSINOPHIL_VS_DC_DN	194	0.515857	3	6.01348	0.0152157	0.0833487	FAM162A, FASTKD1, HADHB
GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_DN	194	0.515857	3	6.01348	0.0152157	0.0833487	ARHGEF6, IFI44L, TPT1
GSE3982_NEUTROPHIL_VS_BASOPHIL_DN	194	0.515857	3	6.01348	0.0152157	0.0833487	ACAT1, MGST3, UQCRC2
KAECH_NAIVE_VS_MEMORY_CD8_TCELL_UP	195	0.518516	3	5.98203	0.015424	0.0833487	ACADM, PPIC, RNF14
GSE17721_LPS_VS_POLYIC_4H_BMDM_UP	195	0.518516	3	5.98203	0.015424	0.0833487	CKB, CPEB3, HADHB
